Column1,IN_PERSONAL_ANNO,IN_PERSONAL_MES,VC_PERSONAL_REGIMEN_LABORAL,VC_PERSONAL_CARGO,VC_PERSONAL_DEPENDENCIA,MO_PERSONAL_REMUNERACIONES,MO_PERSONAL_HONORARIOS,MO_PERSONAL_INCENTIVO,MO_PERSONAL_GRATIFICACION,MO_PERSONAL_OTROS_BENEFICIOS,MO_PERSONAL_TOTAL,VC_PERSONAL_OBSERVACIONES,FEC_REG,gender,male,female
1548,2019,7,8,PENSIONISTA,,1072.8,0,0,0,300,1372.8,,8/14/2019 10:50:50 AM,female,0,1
1549,2019,7,8,PENSIONISTA,,722.89,0,0,0,300,1022.89,,8/14/2019 10:50:50 AM,male,1,0
1550,2019,7,8,PENSIONISTA,,1424.46,0,0,0,300,1724.46,,8/14/2019 10:50:50 AM,male,1,0
1551,2019,7,8,PENSIONISTA,,550,0,0,0,0,550,,8/14/2019 10:50:50 AM,female,0,1
1552,2019,7,8,PENSIONISTA,,1154.01,0,0,0,300,1454.01,,8/14/2019 10:50:50 AM,female,0,1
1553,2019,7,8,PENSIONISTA,,1210.6,0,0,0,300,1510.6,,8/14/2019 10:50:50 AM,male,1,0
1554,2019,7,8,PENSIONISTA,,609.99,0,0,0,300,909.99,,8/14/2019 10:50:50 AM,female,0,1
1555,2019,7,8,PENSIONISTA,,1270.9,0,0,0,300,1570.9,,8/14/2019 10:50:50 AM,male,1,0
1556,2019,7,8,PENSIONISTA,,639.24,0,0,0,300,939.24,,8/14/2019 10:50:50 AM,female,0,1
1557,2019,7,8,PENSIONISTA,,1149.57,0,0,0,300,1449.57,,8/14/2019 10:50:50 AM,female,0,1
1558,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:50:50 AM,female,0,1
1559,2019,7,8,PENSIONISTA,,908.5,0,0,0,300,1208.5,,8/14/2019 10:50:50 AM,female,0,1
1560,2019,7,8,PENSIONISTA,,2206.12,0,0,0,300,2506.12,,8/14/2019 10:50:50 AM,male,1,0
1561,2019,7,8,PENSIONISTA,,974.22,0,0,0,300,1274.22,,8/14/2019 10:50:50 AM,male,1,0
1562,2019,7,8,PENSIONISTA,,873.16,0,0,0,300,1173.16,,8/14/2019 10:50:50 AM,male,1,0
1563,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:50:50 AM,male,1,0
1564,2019,7,8,PENSIONISTA,,879.17,0,0,0,300,1179.17,,8/14/2019 10:50:50 AM,female,0,1
1565,2019,7,8,PENSIONISTA,,498.76,0,0,0,300,798.76,,8/14/2019 10:50:50 AM,female,0,1
1566,2019,7,8,PENSIONISTA,,1010.6,0,0,0,300,1310.6,,8/14/2019 10:50:50 AM,female,0,1
1567,2019,7,8,PENSIONISTA,,355.63,0,0,0,0,355.63,,8/14/2019 10:50:50 AM,female,0,1
1568,2019,7,8,PENSIONISTA,,820.01,0,0,0,300,1120.01,,8/14/2019 10:50:50 AM,female,0,1
1569,2019,7,8,PENSIONISTA,,1199.19,0,0,0,300,1499.19,,8/14/2019 10:50:50 AM,male,1,0
1570,2019,7,8,PENSIONISTA,,1035.95,0,0,0,300,1335.95,,8/14/2019 10:50:50 AM,female,0,1
1571,2019,7,8,PENSIONISTA,,870.51,0,0,0,300,1170.51,,8/14/2019 10:50:50 AM,male,1,0
1572,2019,7,8,PENSIONISTA,,1362.29,0,0,0,300,1662.29,,8/14/2019 10:50:50 AM,male,1,0
1573,2019,7,8,PENSIONISTA,,927.2,0,0,0,300,1227.2,,8/14/2019 10:50:50 AM,female,0,1
1574,2019,7,8,PENSIONISTA,,463.43,0,0,0,0,463.43,,8/14/2019 10:50:50 AM,female,0,1
1575,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:50:50 AM,female,0,1
1576,2019,7,8,PENSIONISTA,,899.44,0,0,0,300,1199.44,,8/14/2019 10:50:50 AM,female,0,1
1577,2019,7,8,PENSIONISTA,,588.04,0,0,0,300,888.04,,8/14/2019 10:50:50 AM,male,1,0
1578,2019,7,8,PENSIONISTA,,791.12,0,0,0,300,1091.12,,8/14/2019 10:50:50 AM,female,0,1
1579,2019,7,8,PENSIONISTA,,1155.94,0,0,0,300,1455.94,,8/14/2019 10:50:50 AM,male,1,0
1580,2019,7,8,PENSIONISTA,,978.4,0,0,0,300,1278.4,,8/14/2019 10:50:50 AM,female,0,1
1581,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:50:50 AM,female,0,1
1582,2019,7,8,PENSIONISTA,,707,0,0,0,300,1007,,8/14/2019 10:50:50 AM,female,0,1
1583,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:50:50 AM,male,1,0
1584,2019,7,8,PENSIONISTA,,1325.25,0,0,0,300,1625.25,,8/14/2019 10:50:50 AM,male,1,0
1585,2019,7,8,PENSIONISTA,,585,0,0,0,300,885,,8/14/2019 10:50:50 AM,male,1,0
1586,2019,7,8,PENSIONISTA,,474,0,0,0,300,774,,8/14/2019 10:50:50 AM,female,0,1
1587,2019,7,8,PENSIONISTA,,1035.95,0,0,0,300,1335.95,,8/14/2019 10:50:50 AM,female,0,1
1588,2019,7,8,PENSIONISTA,,825.98,0,0,0,300,1125.98,,8/14/2019 10:50:50 AM,female,0,1
1589,2019,7,8,PENSIONISTA,,694.78,0,0,0,300,994.78,,8/14/2019 10:50:50 AM,male,1,0
1590,2019,7,8,PENSIONISTA,,1199.72,0,0,0,300,1499.72,,8/14/2019 10:50:50 AM,female,0,1
1591,2019,7,8,PENSIONISTA,,1323.35,0,0,0,300,1623.35,,8/14/2019 10:50:50 AM,male,1,0
1592,2019,7,8,PENSIONISTA,,1416.46,0,0,0,300,1716.46,,8/14/2019 10:50:50 AM,female,0,1
1593,2019,7,8,PENSIONISTA,,759.85,0,0,0,300,1059.85,,8/14/2019 10:50:50 AM,male,1,0
1594,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:50:50 AM,female,0,1
1595,2019,7,8,PENSIONISTA,,1280.24,0,0,0,300,1580.24,,8/14/2019 10:50:50 AM,female,0,1
1596,2019,7,8,PENSIONISTA,,1104.74,0,0,0,300,1404.74,,8/14/2019 10:50:50 AM,female,0,1
1597,2019,7,8,PENSIONISTA,,2633.01,0,0,0,300,2933.01,,8/14/2019 10:50:50 AM,male,1,0
1598,2019,7,8,PENSIONISTA,,755.17,0,0,0,300,1055.17,,8/14/2019 10:50:50 AM,male,1,0
1599,2019,7,8,PENSIONISTA,,780.3,0,0,0,300,1080.3,,8/14/2019 10:50:50 AM,female,0,1
1600,2019,7,8,PENSIONISTA,,1042.27,0,0,0,300,1342.27,,8/14/2019 10:50:50 AM,female,0,1
1601,2019,7,8,PENSIONISTA,,980.7,0,0,0,300,1280.7,,8/14/2019 10:50:50 AM,female,0,1
1602,2019,7,8,PENSIONISTA,,865,0,0,0,300,1165,,8/14/2019 10:50:50 AM,female,0,1
1603,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:50:50 AM,male,1,0
1604,2019,7,8,PENSIONISTA,,485.57,0,0,0,300,785.57,,8/14/2019 10:50:50 AM,female,0,1
1605,2019,7,8,PENSIONISTA,,847,0,0,0,300,1147,,8/14/2019 10:50:50 AM,female,0,1
1606,2019,7,8,PENSIONISTA,,1060.57,0,0,0,300,1360.57,,8/14/2019 10:50:50 AM,male,1,0
1607,2019,7,8,PENSIONISTA,,763.67,0,0,0,300,1063.67,,8/14/2019 10:50:50 AM,female,0,1
1608,2019,7,8,PENSIONISTA,,1266.41,0,0,0,300,1566.41,,8/14/2019 10:50:50 AM,female,0,1
1609,2019,7,8,PENSIONISTA,,946.61,0,0,0,300,1246.61,,8/14/2019 10:50:50 AM,male,1,0
1610,2019,7,8,PENSIONISTA,,863.88,0,0,0,300,1163.88,,8/14/2019 10:50:50 AM,female,0,1
1611,2019,7,8,PENSIONISTA,,839.43,0,0,0,300,1139.43,,8/14/2019 10:50:50 AM,female,0,1
1612,2019,7,8,PENSIONISTA,,1176.12,0,0,0,300,1476.12,,8/14/2019 10:50:50 AM,male,1,0
1613,2019,7,8,PENSIONISTA,,884.88,0,0,0,300,1184.88,,8/14/2019 10:50:50 AM,female,0,1
1614,2019,7,8,PENSIONISTA,,690.82,0,0,0,300,990.82,,8/14/2019 10:50:50 AM,male,1,0
1615,2019,7,8,PENSIONISTA,,740,0,0,0,300,1040,,8/14/2019 10:50:50 AM,female,0,1
1616,2019,7,8,PENSIONISTA,,1096.64,0,0,0,300,1396.64,,8/14/2019 10:50:50 AM,male,1,0
1617,2019,7,8,PENSIONISTA,,747,0,0,0,300,1047,,8/14/2019 10:50:50 AM,male,1,0
1618,2019,7,8,PENSIONISTA,,722.76,0,0,0,300,1022.76,,8/14/2019 10:50:50 AM,female,0,1
1619,2019,7,8,PENSIONISTA,,803.43,0,0,0,300,1103.43,,8/14/2019 10:50:50 AM,female,0,1
1620,2019,7,8,PENSIONISTA,,1001.61,0,0,0,300,1301.61,,8/14/2019 10:50:50 AM,female,0,1
1621,2019,7,8,PENSIONISTA,,730.33,0,0,0,300,1030.33,,8/14/2019 10:50:50 AM,male,1,0
1622,2019,7,8,PENSIONISTA,,964.9,0,0,0,300,1264.9,,8/14/2019 10:50:50 AM,male,1,0
1623,2019,7,8,PENSIONISTA,,929.48,0,0,0,300,1229.48,,8/14/2019 10:50:50 AM,female,0,1
1624,2019,7,8,PENSIONISTA,,1382.54,0,0,0,300,1682.54,,8/14/2019 10:50:50 AM,male,1,0
1625,2019,7,8,PENSIONISTA,,822,0,0,0,300,1122,,8/14/2019 10:50:50 AM,female,0,1
1626,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:50:50 AM,male,1,0
1627,2019,7,8,PENSIONISTA,,1022.01,0,0,0,300,1322.01,,8/14/2019 10:50:50 AM,male,1,0
1628,2019,7,8,PENSIONISTA,,807.45,0,0,0,300,1107.45,,8/14/2019 10:50:50 AM,male,1,0
1629,2019,7,8,PENSIONISTA,,1012.92,0,0,0,300,1312.92,,8/14/2019 10:50:50 AM,female,0,1
1630,2019,7,8,PENSIONISTA,,781.56,0,0,0,300,1081.56,,8/14/2019 10:50:50 AM,female,0,1
1631,2019,7,8,PENSIONISTA,,517,0,0,0,300,817,,8/14/2019 10:50:50 AM,female,0,1
1632,2019,7,8,PENSIONISTA,,238,0,0,0,0,238,,8/14/2019 10:50:50 AM,female,0,1
1633,2019,7,8,PENSIONISTA,,857,0,0,0,300,1157,,8/14/2019 10:50:50 AM,female,0,1
1634,2019,7,8,PENSIONISTA,,1312.14,0,0,0,300,1612.14,,8/14/2019 10:50:50 AM,female,0,1
1635,2019,7,8,PENSIONISTA,,720.36,0,0,0,300,1020.36,,8/14/2019 10:50:50 AM,female,0,1
1636,2019,7,8,PENSIONISTA,,1027.95,0,0,0,300,1327.95,,8/14/2019 10:50:50 AM,female,0,1
1637,2019,7,8,PENSIONISTA,,762.67,0,0,0,300,1062.67,,8/14/2019 10:50:50 AM,female,0,1
1638,2019,7,8,PENSIONISTA,,1207.41,0,0,0,300,1507.41,,8/14/2019 10:50:50 AM,female,0,1
1639,2019,7,8,PENSIONISTA,,1078.99,0,0,0,300,1378.99,,8/14/2019 10:50:50 AM,male,1,0
1640,2019,7,8,PENSIONISTA,,864.9,0,0,0,300,1164.9,,8/14/2019 10:50:50 AM,female,0,1
1641,2019,7,8,PENSIONISTA,,1244.78,0,0,0,300,1544.78,,8/14/2019 10:50:50 AM,female,0,1
1642,2019,7,8,PENSIONISTA,,853.83,0,0,0,300,1153.83,,8/14/2019 10:50:50 AM,male,1,0
1643,2019,7,8,PENSIONISTA,,895.62,0,0,0,300,1195.62,,8/14/2019 10:50:50 AM,female,0,1
1644,2019,7,8,PENSIONISTA,,872,0,0,0,300,1172,,8/14/2019 10:50:50 AM,female,0,1
1645,2019,7,8,PENSIONISTA,,675,0,0,0,0,675,,8/14/2019 10:50:50 AM,female,0,1
1646,2019,7,8,PENSIONISTA,,517,0,0,0,300,817,,8/14/2019 10:50:50 AM,male,1,0
1647,2019,7,8,PENSIONISTA,,871.17,0,0,0,300,1171.17,,8/14/2019 10:50:50 AM,male,1,0
1648,2019,7,8,PENSIONISTA,,1320.12,0,0,0,300,1620.12,,8/14/2019 10:50:50 AM,female,0,1
1649,2019,7,8,PENSIONISTA,,1027.96,0,0,0,300,1327.96,,8/14/2019 10:50:50 AM,male,1,0
1650,2019,7,8,PENSIONISTA,,928,0,0,0,300,1228,,8/14/2019 10:50:50 AM,female,0,1
1651,2019,7,8,PENSIONISTA,,987.7,0,0,0,300,1287.7,,8/14/2019 10:50:50 AM,male,1,0
1652,2019,7,8,PENSIONISTA,,980.04,0,0,0,300,1280.04,,8/14/2019 10:50:50 AM,male,1,0
1653,2019,7,8,PENSIONISTA,,927.2,0,0,0,300,1227.2,,8/14/2019 10:50:50 AM,female,0,1
1654,2019,7,8,PENSIONISTA,,1421.27,0,0,0,300,1721.27,,8/14/2019 10:50:50 AM,female,0,1
1655,2019,7,8,PENSIONISTA,,906.44,0,0,0,300,1206.44,,8/14/2019 10:50:50 AM,male,1,0
1656,2019,7,8,PENSIONISTA,,964.29,0,0,0,300,1264.29,,8/14/2019 10:50:50 AM,male,1,0
1657,2019,7,8,PENSIONISTA,,891.9,0,0,0,300,1191.9,,8/14/2019 10:50:50 AM,male,1,0
1658,2019,7,8,PENSIONISTA,,707,0,0,0,300,1007,,8/14/2019 10:50:50 AM,male,1,0
1659,2019,7,8,PENSIONISTA,,947,0,0,0,300,1247,,8/14/2019 10:50:50 AM,female,0,1
1660,2019,7,8,PENSIONISTA,,1050.29,0,0,0,300,1350.29,,8/14/2019 10:50:50 AM,female,0,1
1661,2019,7,8,PENSIONISTA,,1154.54,0,0,0,300,1454.54,,8/14/2019 10:50:50 AM,male,1,0
1662,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:50:50 AM,female,0,1
1663,2019,7,8,PENSIONISTA,,1323.35,0,0,0,300,1623.35,,8/14/2019 10:50:50 AM,female,0,1
1664,2019,7,8,PENSIONISTA,,1379.34,0,0,0,300,1679.34,,8/14/2019 10:50:50 AM,male,1,0
1665,2019,7,8,PENSIONISTA,,418,0,0,0,300,718,,8/14/2019 10:50:50 AM,female,0,1
1666,2019,7,8,PENSIONISTA,,1111.82,0,0,0,300,1411.82,,8/14/2019 10:50:50 AM,male,1,0
1667,2019,7,8,PENSIONISTA,,747,0,0,0,300,1047,,8/14/2019 10:50:50 AM,male,1,0
1668,2019,7,8,PENSIONISTA,,436.86,0,0,0,300,736.86,,8/14/2019 10:50:50 AM,male,1,0
1669,2019,7,8,PENSIONISTA,,550,0,0,0,0,550,,8/14/2019 10:50:50 AM,female,0,1
1670,2019,7,8,PENSIONISTA,,917.14,0,0,0,300,1217.14,,8/14/2019 10:50:50 AM,female,0,1
1671,2019,7,8,PENSIONISTA,,1217.11,0,0,0,300,1517.11,,8/14/2019 10:50:50 AM,male,1,0
1672,2019,7,8,PENSIONISTA,,846.92,0,0,0,300,1146.92,,8/14/2019 10:50:50 AM,female,0,1
1673,2019,7,8,PENSIONISTA,,834.11,0,0,0,300,1134.11,,8/14/2019 10:50:50 AM,male,1,0
1674,2019,7,8,PENSIONISTA,,610.7,0,0,0,300,910.7,,8/14/2019 10:50:50 AM,female,0,1
1675,2019,7,8,PENSIONISTA,,1146.06,0,0,0,300,1446.06,,8/14/2019 10:50:50 AM,male,1,0
1676,2019,7,8,PENSIONISTA,,1147.84,0,0,0,300,1447.84,,8/14/2019 10:50:50 AM,male,1,0
1677,2019,7,8,PENSIONISTA,,724.86,0,0,0,300,1024.86,,8/14/2019 10:50:50 AM,female,0,1
1678,2019,7,8,PENSIONISTA,,479.26,0,0,0,300,779.26,,8/14/2019 10:50:50 AM,female,0,1
1679,2019,7,8,PENSIONISTA,,803.43,0,0,0,300,1103.43,,8/14/2019 10:50:50 AM,female,0,1
1680,2019,7,8,PENSIONISTA,,859.27,0,0,0,300,1159.27,,8/14/2019 10:50:50 AM,female,0,1
1681,2019,7,8,PENSIONISTA,,775.42,0,0,0,300,1075.42,,8/14/2019 10:50:50 AM,male,1,0
1682,2019,7,8,PENSIONISTA,,897,0,0,0,300,1197,,8/14/2019 10:50:50 AM,female,0,1
1683,2019,7,8,PENSIONISTA,,860,0,0,0,300,1160,,8/14/2019 10:50:50 AM,female,0,1
1684,2019,7,8,PENSIONISTA,,1081.02,0,0,0,300,1381.02,,8/14/2019 10:50:50 AM,female,0,1
1685,2019,7,8,PENSIONISTA,,1035.95,0,0,0,300,1335.95,,8/14/2019 10:50:50 AM,male,1,0
1686,2019,7,8,PENSIONISTA,,1105.18,0,0,0,300,1405.18,,8/14/2019 10:50:50 AM,male,1,0
1687,2019,7,8,PENSIONISTA,,810.86,0,0,0,300,1110.86,,8/14/2019 10:50:50 AM,female,0,1
1688,2019,7,8,PENSIONISTA,,737,0,0,0,300,1037,,8/14/2019 10:50:50 AM,male,1,0
1689,2019,7,8,PENSIONISTA,,747,0,0,0,300,1047,,8/14/2019 10:50:50 AM,male,1,0
1690,2019,7,8,PENSIONISTA,,885.7,0,0,0,300,1185.7,,8/14/2019 10:50:50 AM,female,0,1
1691,2019,7,8,PENSIONISTA,,1413.26,0,0,0,300,1713.26,,8/14/2019 10:50:50 AM,male,1,0
1692,2019,7,8,PENSIONISTA,,653.14,0,0,0,300,953.14,,8/14/2019 10:50:50 AM,male,1,0
1693,2019,7,8,PENSIONISTA,,982.62,0,0,0,300,1282.62,,8/14/2019 10:50:50 AM,male,1,0
1694,2019,7,8,PENSIONISTA,,880,0,0,0,300,1180,,8/14/2019 10:50:50 AM,male,1,0
1695,2019,7,8,PENSIONISTA,,1110.46,0,0,0,300,1410.46,,8/14/2019 10:50:50 AM,female,0,1
1696,2019,7,8,PENSIONISTA,,973.25,0,0,0,300,1273.25,,8/14/2019 10:50:50 AM,male,1,0
1697,2019,7,8,PENSIONISTA,,947,0,0,0,300,1247,,8/14/2019 10:50:50 AM,male,1,0
1698,2019,7,8,PENSIONISTA,,1098.4,0,0,0,300,1398.4,,8/14/2019 10:50:50 AM,male,1,0
1699,2019,7,8,PENSIONISTA,,823.33,0,0,0,300,1123.33,,8/14/2019 10:50:50 AM,female,0,1
1700,2019,7,8,PENSIONISTA,,897.16,0,0,0,300,1197.16,,8/14/2019 10:50:50 AM,male,1,0
1701,2019,7,8,PENSIONISTA,,1061.74,0,0,0,300,1361.74,,8/14/2019 10:50:50 AM,female,0,1
1702,2019,7,8,PENSIONISTA,,541.52,0,0,0,300,841.52,,8/14/2019 10:50:50 AM,male,1,0
1703,2019,7,8,PENSIONISTA,,1026.79,0,0,0,300,1326.79,,8/14/2019 10:50:50 AM,female,0,1
1704,2019,7,8,PENSIONISTA,,690,0,0,0,150,840,,8/14/2019 10:50:50 AM,female,0,1
1705,2019,7,8,PENSIONISTA,,47.36,0,0,0,150,197.36,,8/14/2019 10:50:50 AM,female,0,1
1706,2019,7,8,PENSIONISTA,,835.7,0,0,0,300,1135.7,,8/14/2019 10:50:50 AM,female,0,1
1707,2019,7,8,PENSIONISTA,,872,0,0,0,300,1172,,8/14/2019 10:50:50 AM,female,0,1
1708,2019,7,8,PENSIONISTA,,1121,0,0,0,300,1421,,8/14/2019 10:50:50 AM,male,1,0
1709,2019,7,8,PENSIONISTA,,1020.7,0,0,0,300,1320.7,,8/14/2019 10:50:50 AM,female,0,1
1710,2019,7,8,PENSIONISTA,,1374.55,0,0,0,300,1674.55,,8/14/2019 10:50:50 AM,female,0,1
1711,2019,7,8,PENSIONISTA,,1186.64,0,0,0,300,1486.64,,8/14/2019 10:50:50 AM,female,0,1
1712,2019,7,8,PENSIONISTA,,809.37,0,0,0,300,1109.37,,8/14/2019 10:50:50 AM,male,1,0
1713,2019,7,8,PENSIONISTA,,1160.48,0,0,0,300,1460.48,,8/14/2019 10:50:50 AM,female,0,1
1714,2019,7,8,PENSIONISTA,,860,0,0,0,300,1160,,8/14/2019 10:50:50 AM,female,0,1
1715,2019,7,8,PENSIONISTA,,1095.56,0,0,0,300,1395.56,,8/14/2019 10:50:50 AM,male,1,0
1716,2019,7,8,PENSIONISTA,,1191.2,0,0,0,300,1491.2,,8/14/2019 10:50:50 AM,female,0,1
1717,2019,7,8,PENSIONISTA,,844.41,0,0,0,300,1144.41,,8/14/2019 10:50:50 AM,female,0,1
1718,2019,7,8,PENSIONISTA,,942.62,0,0,0,300,1242.62,,8/14/2019 10:50:50 AM,male,1,0
1719,2019,7,8,PENSIONISTA,,664.9,0,0,0,300,964.9,,8/14/2019 10:50:50 AM,female,0,1
1720,2019,7,8,PENSIONISTA,,658.06,0,0,0,300,958.06,,8/14/2019 10:50:50 AM,male,1,0
1721,2019,7,8,PENSIONISTA,,563.98,0,0,0,300,863.98,,8/14/2019 10:50:50 AM,male,1,0
1722,2019,7,8,PENSIONISTA,,1027.95,0,0,0,300,1327.95,,8/14/2019 10:50:50 AM,male,1,0
1723,2019,7,8,PENSIONISTA,,484.31,0,0,0,150,634.31,,8/14/2019 10:50:50 AM,female,0,1
1724,2019,7,8,PENSIONISTA,,1144.44,0,0,0,300,1444.44,,8/14/2019 10:50:50 AM,male,1,0
1725,2019,7,8,PENSIONISTA,,1078.77,0,0,0,300,1378.77,,8/14/2019 10:50:50 AM,female,0,1
1726,2019,7,8,PENSIONISTA,,990.18,0,0,0,300,1290.18,,8/14/2019 10:50:50 AM,female,0,1
1727,2019,7,8,PENSIONISTA,,575.76,0,0,0,300,875.76,,8/14/2019 10:50:50 AM,female,0,1
1728,2019,7,8,PENSIONISTA,,980.7,0,0,0,300,1280.7,,8/14/2019 10:50:50 AM,male,1,0
1729,2019,7,8,PENSIONISTA,,842,0,0,0,300,1142,,8/14/2019 10:50:50 AM,female,0,1
1730,2019,7,8,PENSIONISTA,,719.63,0,0,0,300,1019.63,,8/14/2019 10:50:50 AM,female,0,1
1731,2019,7,8,PENSIONISTA,,517,0,0,0,300,817,,8/14/2019 10:50:50 AM,female,0,1
1732,2019,7,8,PENSIONISTA,,1164.52,0,0,0,300,1464.52,,8/14/2019 10:50:50 AM,female,0,1
1733,2019,7,8,PENSIONISTA,,927.2,0,0,0,300,1227.2,,8/14/2019 10:50:50 AM,female,0,1
1734,2019,7,8,PENSIONISTA,,1041.94,0,0,0,300,1341.94,,8/14/2019 10:50:50 AM,male,1,0
1735,2019,7,8,PENSIONISTA,,927.2,0,0,0,300,1227.2,,8/14/2019 10:50:50 AM,female,0,1
1736,2019,7,8,PENSIONISTA,,1114.95,0,0,0,300,1414.95,,8/14/2019 10:50:50 AM,male,1,0
1737,2019,7,8,PENSIONISTA,,891.64,0,0,0,300,1191.64,,8/14/2019 10:50:50 AM,male,1,0
1738,2019,7,8,PENSIONISTA,,1379.34,0,0,0,300,1679.34,,8/14/2019 10:50:50 AM,female,0,1
1739,2019,7,8,PENSIONISTA,,879.79,0,0,0,300,1179.79,,8/14/2019 10:50:50 AM,female,0,1
1740,2019,7,8,PENSIONISTA,,840.43,0,0,0,300,1140.43,,8/14/2019 10:50:50 AM,female,0,1
1741,2019,7,8,PENSIONISTA,,843.39,0,0,0,300,1143.39,,8/14/2019 10:50:50 AM,male,1,0
1742,2019,7,8,PENSIONISTA,,800.48,0,0,0,300,1100.48,,8/14/2019 10:50:50 AM,female,0,1
1743,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:50:50 AM,female,0,1
1744,2019,7,8,PENSIONISTA,,1271.37,0,0,0,300,1571.37,,8/14/2019 10:50:50 AM,female,0,1
1745,2019,7,8,PENSIONISTA,,501.65,0,0,0,0,501.65,,8/14/2019 10:50:50 AM,female,0,1
1746,2019,7,8,PENSIONISTA,,1163.96,0,0,0,300,1463.96,,8/14/2019 10:50:50 AM,female,0,1
1747,2019,7,8,PENSIONISTA,,995.38,0,0,0,300,1295.38,,8/14/2019 10:50:50 AM,female,0,1
1748,2019,7,8,PENSIONISTA,,922,0,0,0,300,1222,,8/14/2019 10:50:51 AM,female,0,1
1749,2019,7,8,PENSIONISTA,,847,0,0,0,300,1147,,8/14/2019 10:50:51 AM,female,0,1
1750,2019,7,8,PENSIONISTA,,865.16,0,0,0,300,1165.16,,8/14/2019 10:50:51 AM,male,1,0
1751,2019,7,8,PENSIONISTA,,928,0,0,0,300,1228,,8/14/2019 10:50:51 AM,female,0,1
1752,2019,7,8,PENSIONISTA,,747,0,0,0,300,1047,,8/14/2019 10:50:51 AM,female,0,1
1753,2019,7,8,PENSIONISTA,,891.44,0,0,0,300,1191.44,,8/14/2019 10:50:51 AM,male,1,0
1754,2019,7,8,PENSIONISTA,,959.88,0,0,0,300,1259.88,,8/14/2019 10:50:51 AM,female,0,1
1755,2019,7,8,PENSIONISTA,,643.79,0,0,0,300,943.79,,8/14/2019 10:50:51 AM,female,0,1
1756,2019,7,8,PENSIONISTA,,1251.23,0,0,0,300,1551.23,,8/14/2019 10:50:51 AM,female,0,1
1757,2019,7,8,PENSIONISTA,,930,0,0,0,300,1230,,8/14/2019 10:50:51 AM,female,0,1
1758,2019,7,8,PENSIONISTA,,478.09,0,0,0,0,478.09,,8/14/2019 10:50:51 AM,female,0,1
1759,2019,7,8,PENSIONISTA,,749.89,0,0,0,300,1049.89,,8/14/2019 10:50:51 AM,female,0,1
1760,2019,7,8,PENSIONISTA,,1217,0,0,0,300,1517,,8/14/2019 10:50:51 AM,male,1,0
1761,2019,7,8,PENSIONISTA,,1313.02,0,0,0,300,1613.02,,8/14/2019 10:50:51 AM,female,0,1
1762,2019,7,8,PENSIONISTA,,835.05,0,0,0,300,1135.05,,8/14/2019 10:50:51 AM,female,0,1
1763,2019,7,8,PENSIONISTA,,1044.52,0,0,0,300,1344.52,,8/14/2019 10:50:51 AM,male,1,0
1764,2019,7,8,PENSIONISTA,,1421.26,0,0,0,300,1721.26,,8/14/2019 10:50:51 AM,female,0,1
1765,2019,7,8,PENSIONISTA,,939.06,0,0,0,300,1239.06,,8/14/2019 10:50:51 AM,female,0,1
1766,2019,7,8,PENSIONISTA,,844.55,0,0,0,300,1144.55,,8/14/2019 10:50:51 AM,male,1,0
1767,2019,7,8,PENSIONISTA,,1100.91,0,0,0,300,1400.91,,8/14/2019 10:50:51 AM,male,1,0
1768,2019,7,8,PENSIONISTA,,817.08,0,0,0,300,1117.08,,8/14/2019 10:50:51 AM,female,0,1
1769,2019,7,8,PENSIONISTA,,1271.42,0,0,0,300,1571.42,,8/14/2019 10:50:51 AM,male,1,0
1770,2019,7,8,PENSIONISTA,,888.68,0,0,0,300,1188.68,,8/14/2019 10:50:51 AM,female,0,1
1771,2019,7,8,PENSIONISTA,,804.5,0,0,0,300,1104.5,,8/14/2019 10:50:51 AM,female,0,1
1772,2019,7,8,PENSIONISTA,,576.34,0,0,0,300,876.34,,8/14/2019 10:50:51 AM,male,1,0
1773,2019,7,8,PENSIONISTA,,935.2,0,0,0,300,1235.2,,8/14/2019 10:50:51 AM,female,0,1
1774,2019,7,8,PENSIONISTA,,872,0,0,0,300,1172,,8/14/2019 10:50:51 AM,female,0,1
1775,2019,7,8,PENSIONISTA,,1027.3,0,0,0,300,1327.3,,8/14/2019 10:50:51 AM,male,1,0
1776,2019,7,8,PENSIONISTA,,1210.6,0,0,0,300,1510.6,,8/14/2019 10:50:51 AM,female,0,1
1777,2019,7,8,PENSIONISTA,,1015.13,0,0,0,300,1315.13,,8/14/2019 10:50:51 AM,female,0,1
1778,2019,7,8,PENSIONISTA,,1071.34,0,0,0,300,1371.34,,8/14/2019 10:50:51 AM,male,1,0
