Column1,IN_PERSONAL_ANNO,IN_PERSONAL_MES,VC_PERSONAL_REGIMEN_LABORAL,VC_PERSONAL_CARGO,VC_PERSONAL_DEPENDENCIA,MO_PERSONAL_REMUNERACIONES,MO_PERSONAL_HONORARIOS,MO_PERSONAL_INCENTIVO,MO_PERSONAL_GRATIFICACION,MO_PERSONAL_OTROS_BENEFICIOS,MO_PERSONAL_TOTAL,VC_PERSONAL_OBSERVACIONES,FEC_REG,gender,male,female
3354,2019,7,8,PENSIONISTA,,1027.95,0,0,0,300,1327.95,,8/14/2019 10:54:13 AM,male,1,0
3355,2019,7,8,PENSIONISTA,,1304.08,0,0,0,300,1604.08,,8/14/2019 10:54:13 AM,female,0,1
3356,2019,7,8,PENSIONISTA,,1048.71,0,0,0,300,1348.71,,8/14/2019 10:54:13 AM,male,1,0
3357,2019,7,8,PENSIONISTA,,639.24,0,0,0,300,939.24,,8/14/2019 10:54:13 AM,female,0,1
3358,2019,7,8,PENSIONISTA,,609.72,0,0,0,0,609.72,,8/14/2019 10:54:13 AM,male,1,0
3359,2019,7,8,PENSIONISTA,,1176.27,0,0,0,300,1476.27,,8/14/2019 10:54:13 AM,female,0,1
3360,2019,7,8,PENSIONISTA,,740,0,0,0,300,1040,,8/14/2019 10:54:13 AM,female,0,1
3361,2019,7,8,PENSIONISTA,,1127.3,0,0,0,300,1427.3,,8/14/2019 10:54:13 AM,female,0,1
3362,2019,7,8,PENSIONISTA,,572.3,0,0,0,300,872.3,,8/14/2019 10:54:13 AM,female,0,1
3363,2019,7,8,PENSIONISTA,,441,0,0,0,300,741,,8/14/2019 10:54:13 AM,female,0,1
3364,2019,7,8,PENSIONISTA,,928,0,0,0,300,1228,,8/14/2019 10:54:13 AM,female,0,1
3365,2019,7,8,PENSIONISTA,,1135.32,0,0,0,300,1435.32,,8/14/2019 10:54:13 AM,male,1,0
3366,2019,7,8,PENSIONISTA,,1202.37,0,0,0,300,1502.37,,8/14/2019 10:54:13 AM,female,0,1
3367,2019,7,8,PENSIONISTA,,483.47,0,0,0,0,483.47,,8/14/2019 10:54:13 AM,female,0,1
3368,2019,7,8,PENSIONISTA,,860,0,0,0,300,1160,,8/14/2019 10:54:13 AM,male,1,0
3369,2019,7,8,PENSIONISTA,,1086.3,0,0,0,300,1386.3,,8/14/2019 10:54:13 AM,male,1,0
3370,2019,7,8,PENSIONISTA,,661.15,0,0,0,300,961.15,,8/14/2019 10:54:13 AM,female,0,1
3371,2019,7,8,PENSIONISTA,,972,0,0,0,300,1272,,8/14/2019 10:54:13 AM,female,0,1
3372,2019,7,8,PENSIONISTA,,960,0,0,0,300,1260,,8/14/2019 10:54:13 AM,female,0,1
3373,2019,7,8,PENSIONISTA,,898,0,0,0,300,1198,,8/14/2019 10:54:13 AM,male,1,0
3374,2019,7,8,PENSIONISTA,,1026.08,0,0,0,300,1326.08,,8/14/2019 10:54:13 AM,female,0,1
3375,2019,7,8,PENSIONISTA,,852.93,0,0,0,300,1152.93,,8/14/2019 10:54:13 AM,female,0,1
3376,2019,7,8,PENSIONISTA,,970.43,0,0,0,300,1270.43,,8/14/2019 10:54:13 AM,male,1,0
3377,2019,7,8,PENSIONISTA,,795.43,0,0,0,300,1095.43,,8/14/2019 10:54:13 AM,male,1,0
3378,2019,7,8,PENSIONISTA,,1003.65,0,0,0,300,1303.65,,8/14/2019 10:54:13 AM,female,0,1
3379,2019,7,8,PENSIONISTA,,880.22,0,0,0,300,1180.22,,8/14/2019 10:54:13 AM,male,1,0
3380,2019,7,8,PENSIONISTA,,1004.61,0,0,0,300,1304.61,,8/14/2019 10:54:13 AM,female,0,1
3381,2019,7,8,PENSIONISTA,,986.36,0,0,0,300,1286.36,,8/14/2019 10:54:13 AM,male,1,0
3382,2019,7,8,PENSIONISTA,,897,0,0,0,300,1197,,8/14/2019 10:54:13 AM,female,0,1
3383,2019,7,8,PENSIONISTA,,785.05,0,0,0,300,1085.05,,8/14/2019 10:54:13 AM,female,0,1
3384,2019,7,8,PENSIONISTA,,1413.26,0,0,0,300,1713.26,,8/14/2019 10:54:13 AM,female,0,1
3385,2019,7,8,PENSIONISTA,,802.44,0,0,0,300,1102.44,,8/14/2019 10:54:13 AM,male,1,0
3386,2019,7,8,PENSIONISTA,,873.5,0,0,0,300,1173.5,,8/14/2019 10:54:13 AM,male,1,0
3387,2019,7,8,PENSIONISTA,,1278.25,0,0,0,300,1578.25,,8/14/2019 10:54:13 AM,female,0,1
3388,2019,7,8,PENSIONISTA,,1176.16,0,0,0,300,1476.16,,8/14/2019 10:54:13 AM,male,1,0
3389,2019,7,8,PENSIONISTA,,562.45,0,0,0,300,862.45,,8/14/2019 10:54:13 AM,male,1,0
3390,2019,7,8,PENSIONISTA,,960.7,0,0,0,300,1260.7,,8/14/2019 10:54:13 AM,male,1,0
3391,2019,7,8,PENSIONISTA,,724.12,0,0,0,300,1024.12,,8/14/2019 10:54:13 AM,male,1,0
3392,2019,7,8,PENSIONISTA,,714.82,0,0,0,300,1014.82,,8/14/2019 10:54:13 AM,male,1,0
3393,2019,7,8,PENSIONISTA,,955,0,0,0,300,1255,,8/14/2019 10:54:13 AM,female,0,1
3394,2019,7,8,PENSIONISTA,,550,0,0,0,0,550,,8/14/2019 10:54:13 AM,female,0,1
3395,2019,7,8,PENSIONISTA,,935.2,0,0,0,300,1235.2,,8/14/2019 10:54:13 AM,female,0,1
3396,2019,7,8,PENSIONISTA,,909,0,0,0,300,1209,,8/14/2019 10:54:13 AM,female,0,1
3397,2019,7,8,PENSIONISTA,,747,0,0,0,300,1047,,8/14/2019 10:54:13 AM,female,0,1
3398,2019,7,8,PENSIONISTA,,609,0,0,0,300,909,,8/14/2019 10:54:13 AM,male,1,0
3399,2019,7,8,PENSIONISTA,,415,0,0,0,300,715,,8/14/2019 10:54:13 AM,male,1,0
3400,2019,7,8,PENSIONISTA,,1027.95,0,0,0,300,1327.95,,8/14/2019 10:54:13 AM,male,1,0
3401,2019,7,8,PENSIONISTA,,639.24,0,0,0,300,939.24,,8/14/2019 10:54:13 AM,male,1,0
3402,2019,7,8,PENSIONISTA,,1071.82,0,0,0,300,1371.82,,8/14/2019 10:54:13 AM,male,1,0
3403,2019,7,8,PENSIONISTA,,1127.68,0,0,0,300,1427.68,,8/14/2019 10:54:13 AM,male,1,0
3404,2019,7,8,PENSIONISTA,,657.94,0,0,0,300,957.94,,8/14/2019 10:54:13 AM,female,0,1
3405,2019,7,8,PENSIONISTA,,905.92,0,0,0,300,1205.92,,8/14/2019 10:54:13 AM,male,1,0
3406,2019,7,8,PENSIONISTA,,746.84,0,0,0,300,1046.84,,8/14/2019 10:54:13 AM,female,0,1
3407,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:54:13 AM,female,0,1
3408,2019,7,8,PENSIONISTA,,836.68,0,0,0,0,836.68,,8/14/2019 10:54:13 AM,female,0,1
3409,2019,7,8,PENSIONISTA,,1421.23,0,0,0,300,1721.23,,8/14/2019 10:54:13 AM,male,1,0
3410,2019,7,8,PENSIONISTA,,927.21,0,0,0,300,1227.21,,8/14/2019 10:54:13 AM,female,0,1
3411,2019,7,8,PENSIONISTA,,1035.95,0,0,0,300,1335.95,,8/14/2019 10:54:13 AM,female,0,1
3412,2019,7,8,PENSIONISTA,,1386.91,0,0,0,300,1686.91,,8/14/2019 10:54:13 AM,female,0,1
3413,2019,7,8,PENSIONISTA,,1098.43,0,0,0,300,1398.43,,8/14/2019 10:54:13 AM,male,1,0
3414,2019,7,8,PENSIONISTA,,822,0,0,0,300,1122,,8/14/2019 10:54:13 AM,female,0,1
3415,2019,7,8,PENSIONISTA,,1158.51,0,0,0,300,1458.51,,8/14/2019 10:54:13 AM,male,1,0
3416,2019,7,8,PENSIONISTA,,970.96,0,0,0,300,1270.96,,8/14/2019 10:54:13 AM,female,0,1
3417,2019,7,8,PENSIONISTA,,762.79,0,0,0,300,1062.79,,8/14/2019 10:54:13 AM,female,0,1
3418,2019,7,8,PENSIONISTA,,538.29,0,0,0,300,838.29,,8/14/2019 10:54:13 AM,male,1,0
3419,2019,7,8,PENSIONISTA,,1007.07,0,0,0,300,1307.07,,8/14/2019 10:54:13 AM,female,0,1
3420,2019,7,8,PENSIONISTA,,1035.95,0,0,0,300,1335.95,,8/14/2019 10:54:13 AM,male,1,0
3421,2019,7,8,PENSIONISTA,,1211.25,0,0,0,300,1511.25,,8/14/2019 10:54:13 AM,male,1,0
3422,2019,7,8,PENSIONISTA,,1022.24,0,0,0,300,1322.24,,8/14/2019 10:54:13 AM,female,0,1
3423,2019,7,8,PENSIONISTA,,1286.78,0,0,0,300,1586.78,,8/14/2019 10:54:13 AM,male,1,0
3424,2019,7,8,PENSIONISTA,,960,0,0,0,300,1260,,8/14/2019 10:54:13 AM,male,1,0
3425,2019,7,8,PENSIONISTA,,783.16,0,0,0,300,1083.16,,8/14/2019 10:54:13 AM,female,0,1
3426,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:54:13 AM,female,0,1
3427,2019,7,8,PENSIONISTA,,1017.1,0,0,0,300,1317.1,,8/14/2019 10:54:13 AM,female,0,1
3428,2019,7,8,PENSIONISTA,,1371.36,0,0,0,300,1671.36,,8/14/2019 10:54:13 AM,male,1,0
3429,2019,7,8,PENSIONISTA,,1455.46,0,0,0,300,1755.46,,8/14/2019 10:54:13 AM,male,1,0
3430,2019,7,8,PENSIONISTA,,633.98,0,0,0,300,933.98,,8/14/2019 10:54:13 AM,female,0,1
3431,2019,7,8,PENSIONISTA,,855.87,0,0,0,300,1155.87,,8/14/2019 10:54:13 AM,female,0,1
3432,2019,7,8,PENSIONISTA,,1078.97,0,0,0,300,1378.97,,8/14/2019 10:54:13 AM,female,0,1
3433,2019,7,8,PENSIONISTA,,1036.26,0,0,0,300,1336.26,,8/14/2019 10:54:13 AM,male,1,0
3434,2019,7,8,PENSIONISTA,,1035.95,0,0,0,300,1335.95,,8/14/2019 10:54:13 AM,female,0,1
3435,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:54:13 AM,female,0,1
3436,2019,7,8,PENSIONISTA,,675,0,0,0,0,675,,8/14/2019 10:54:13 AM,female,0,1
3437,2019,7,8,PENSIONISTA,,763.25,0,0,0,300,1063.25,,8/14/2019 10:54:13 AM,male,1,0
3438,2019,7,8,PENSIONISTA,,1395.51,0,0,0,300,1695.51,,8/14/2019 10:54:13 AM,female,0,1
3439,2019,7,8,PENSIONISTA,,885.37,0,0,0,300,1185.37,,8/14/2019 10:54:13 AM,male,1,0
3440,2019,7,8,PENSIONISTA,,807.41,0,0,0,300,1107.41,,8/14/2019 10:54:13 AM,male,1,0
3441,2019,7,8,PENSIONISTA,,825.28,0,0,0,300,1125.28,,8/14/2019 10:54:13 AM,female,0,1
3442,2019,7,8,PENSIONISTA,,1350.02,0,0,0,300,1650.02,,8/14/2019 10:54:13 AM,female,0,1
3443,2019,7,8,PENSIONISTA,,1251.72,0,0,0,300,1551.72,,8/14/2019 10:54:13 AM,female,0,1
3444,2019,7,8,PENSIONISTA,,1146.27,0,0,0,300,1446.27,,8/14/2019 10:54:13 AM,female,0,1
3445,2019,7,8,PENSIONISTA,,641.15,0,0,0,300,941.15,,8/14/2019 10:54:13 AM,female,0,1
3446,2019,7,8,PENSIONISTA,,866.86,0,0,0,300,1166.86,,8/14/2019 10:54:13 AM,male,1,0
3447,2019,7,8,PENSIONISTA,,972.1,0,0,0,300,1272.1,,8/14/2019 10:54:13 AM,male,1,0
3448,2019,7,8,PENSIONISTA,,1179.21,0,0,0,300,1479.21,,8/14/2019 10:54:13 AM,female,0,1
3449,2019,7,8,PENSIONISTA,,860.24,0,0,0,300,1160.24,,8/14/2019 10:54:13 AM,female,0,1
3450,2019,7,8,PENSIONISTA,,1150.22,0,0,0,300,1450.22,,8/14/2019 10:54:13 AM,male,1,0
3451,2019,7,8,PENSIONISTA,,740.09,0,0,0,300,1040.09,,8/14/2019 10:54:13 AM,female,0,1
3452,2019,7,8,PENSIONISTA,,6469.14,0,0,0,0,6469.14,,8/14/2019 10:54:13 AM,female,0,1
3453,2019,7,8,PENSIONISTA,,597.28,0,0,0,300,897.28,,8/14/2019 10:54:13 AM,male,1,0
3454,2019,7,8,PENSIONISTA,,1379.34,0,0,0,300,1679.34,,8/14/2019 10:54:13 AM,male,1,0
3455,2019,7,8,PENSIONISTA,,825.06,0,0,0,300,1125.06,,8/14/2019 10:54:13 AM,female,0,1
3456,2019,7,8,PENSIONISTA,,1020.39,0,0,0,300,1320.39,,8/14/2019 10:54:13 AM,male,1,0
3457,2019,7,8,PENSIONISTA,,1035.95,0,0,0,300,1335.95,,8/14/2019 10:54:13 AM,male,1,0
3458,2019,7,8,PENSIONISTA,,735.5,0,0,0,300,1035.5,,8/14/2019 10:54:13 AM,male,1,0
3459,2019,7,8,PENSIONISTA,,874.48,0,0,0,300,1174.48,,8/14/2019 10:54:13 AM,male,1,0
3460,2019,7,8,PENSIONISTA,,572.83,0,0,0,300,872.83,,8/14/2019 10:54:13 AM,female,0,1
3461,2019,7,8,PENSIONISTA,,869.99,0,0,0,300,1169.99,,8/14/2019 10:54:13 AM,male,1,0
3462,2019,7,8,PENSIONISTA,,928,0,0,0,300,1228,,8/14/2019 10:54:13 AM,female,0,1
3463,2019,7,8,PENSIONISTA,,898.4,0,0,0,300,1198.4,,8/14/2019 10:54:13 AM,male,1,0
3464,2019,7,8,PENSIONISTA,,1068.26,0,0,0,300,1368.26,,8/14/2019 10:54:13 AM,male,1,0
3465,2019,7,8,PENSIONISTA,,852.75,0,0,0,300,1152.75,,8/14/2019 10:54:13 AM,male,1,0
3466,2019,7,8,PENSIONISTA,,933.18,0,0,0,300,1233.18,,8/14/2019 10:54:13 AM,female,0,1
3467,2019,7,8,PENSIONISTA,,1213.97,0,0,0,300,1513.97,,8/14/2019 10:54:13 AM,male,1,0
3468,2019,7,8,PENSIONISTA,,631.74,0,0,0,300,931.74,,8/14/2019 10:54:13 AM,male,1,0
3469,2019,7,8,PENSIONISTA,,1069.53,0,0,0,300,1369.53,,8/14/2019 10:54:13 AM,male,1,0
3470,2019,7,8,PENSIONISTA,,690.25,0,0,0,300,990.25,,8/14/2019 10:54:13 AM,male,1,0
3471,2019,7,8,PENSIONISTA,,1323.35,0,0,0,300,1623.35,,8/14/2019 10:54:13 AM,male,1,0
3472,2019,7,8,PENSIONISTA,,1216.72,0,0,0,300,1516.72,,8/14/2019 10:54:13 AM,male,1,0
3473,2019,7,8,PENSIONISTA,,1371.35,0,0,0,300,1671.35,,8/14/2019 10:54:13 AM,female,0,1
3474,2019,7,8,PENSIONISTA,,640,0,0,0,150,790,,8/14/2019 10:54:13 AM,female,0,1
3475,2019,7,8,PENSIONISTA,,1126.15,0,0,0,300,1426.15,,8/14/2019 10:54:13 AM,male,1,0
3476,2019,7,8,PENSIONISTA,,1131.98,0,0,0,300,1431.98,,8/14/2019 10:54:13 AM,male,1,0
3477,2019,7,8,PENSIONISTA,,1185.9,0,0,0,300,1485.9,,8/14/2019 10:54:13 AM,male,1,0
3478,2019,7,8,PENSIONISTA,,732.01,0,0,0,300,1032.01,,8/14/2019 10:54:13 AM,female,0,1
3479,2019,7,8,PENSIONISTA,,898.93,0,0,0,300,1198.93,,8/14/2019 10:54:13 AM,male,1,0
3480,2019,7,8,PENSIONISTA,,781.63,0,0,0,300,1081.63,,8/14/2019 10:54:13 AM,male,1,0
3481,2019,7,8,PENSIONISTA,,612,0,0,0,300,912,,8/14/2019 10:54:13 AM,male,1,0
3482,2019,7,8,PENSIONISTA,,1035.95,0,0,0,300,1335.95,,8/14/2019 10:54:13 AM,female,0,1
3483,2019,7,8,PENSIONISTA,,968.63,0,0,0,300,1268.63,,8/14/2019 10:54:13 AM,male,1,0
3484,2019,7,8,PENSIONISTA,,1012.9,0,0,0,300,1312.9,,8/14/2019 10:54:13 AM,male,1,0
3485,2019,7,8,PENSIONISTA,,952.34,0,0,0,300,1252.34,,8/14/2019 10:54:13 AM,male,1,0
3486,2019,7,8,PENSIONISTA,,638.65,0,0,0,300,938.65,,8/14/2019 10:54:13 AM,female,0,1
3487,2019,7,8,PENSIONISTA,,1100,0,0,0,300,1400,,8/14/2019 10:54:13 AM,female,0,1
3488,2019,7,8,PENSIONISTA,,1424.45,0,0,0,300,1724.45,,8/14/2019 10:54:13 AM,male,1,0
3489,2019,7,8,PENSIONISTA,,639.24,0,0,0,300,939.24,,8/14/2019 10:54:13 AM,female,0,1
3490,2019,7,8,PENSIONISTA,,1067.01,0,0,0,300,1367.01,,8/14/2019 10:54:13 AM,female,0,1
3491,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:54:13 AM,female,0,1
3492,2019,7,8,PENSIONISTA,,909,0,0,0,300,1209,,8/14/2019 10:54:13 AM,female,0,1
3493,2019,7,8,PENSIONISTA,,993.9,0,0,0,300,1293.9,,8/14/2019 10:54:13 AM,male,1,0
3494,2019,7,8,PENSIONISTA,,968.48,0,0,0,300,1268.48,,8/14/2019 10:54:13 AM,female,0,1
3495,2019,7,8,PENSIONISTA,,463.43,0,0,0,0,463.43,,8/14/2019 10:54:13 AM,female,0,1
3496,2019,7,8,PENSIONISTA,,1042.8,0,0,0,300,1342.8,,8/14/2019 10:54:13 AM,male,1,0
3497,2019,7,8,PENSIONISTA,,1027.95,0,0,0,300,1327.95,,8/14/2019 10:54:13 AM,female,0,1
3498,2019,7,8,PENSIONISTA,,915.7,0,0,0,300,1215.7,,8/14/2019 10:54:13 AM,male,1,0
3499,2019,7,8,PENSIONISTA,,550,0,0,0,0,550,,8/14/2019 10:54:13 AM,female,0,1
3500,2019,7,8,PENSIONISTA,,1005.47,0,0,0,300,1305.47,,8/14/2019 10:54:13 AM,female,0,1
3501,2019,7,8,PENSIONISTA,,897,0,0,0,300,1197,,8/14/2019 10:54:13 AM,female,0,1
3502,2019,7,8,PENSIONISTA,,1178.79,0,0,0,300,1478.79,,8/14/2019 10:54:13 AM,female,0,1
3503,2019,7,8,PENSIONISTA,,875.17,0,0,0,300,1175.17,,8/14/2019 10:54:13 AM,female,0,1
3504,2019,7,8,PENSIONISTA,,903.71,0,0,0,300,1203.71,,8/14/2019 10:54:13 AM,female,0,1
3505,2019,7,8,PENSIONISTA,,739.79,0,0,0,300,1039.79,,8/14/2019 10:54:13 AM,male,1,0
3506,2019,7,8,PENSIONISTA,,631.48,0,0,0,300,931.48,,8/14/2019 10:54:13 AM,female,0,1
3507,2019,7,8,PENSIONISTA,,667.25,0,0,0,300,967.25,,8/14/2019 10:54:13 AM,female,0,1
3508,2019,7,8,PENSIONISTA,,1381.69,0,0,0,300,1681.69,,8/14/2019 10:54:13 AM,female,0,1
3509,2019,7,8,PENSIONISTA,,1102.69,0,0,0,300,1402.69,,8/14/2019 10:54:13 AM,male,1,0
3510,2019,7,8,PENSIONISTA,,615.23,0,0,0,300,915.23,,8/14/2019 10:54:13 AM,male,1,0
3511,2019,7,8,PENSIONISTA,,401.1,0,0,0,0,401.1,,8/14/2019 10:54:13 AM,female,0,1
3512,2019,7,8,PENSIONISTA,,439.75,0,0,0,300,739.75,,8/14/2019 10:54:13 AM,female,0,1
3513,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:54:13 AM,female,0,1
3514,2019,7,8,PENSIONISTA,,810.7,0,0,0,300,1110.7,,8/14/2019 10:54:13 AM,female,0,1
3515,2019,7,8,PENSIONISTA,,1021.01,0,0,0,300,1321.01,,8/14/2019 10:54:13 AM,female,0,1
3516,2019,7,8,PENSIONISTA,,1158.82,0,0,0,300,1458.82,,8/14/2019 10:54:13 AM,female,0,1
3517,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:54:13 AM,female,0,1
3518,2019,7,8,PENSIONISTA,,1648.61,0,0,0,300,1948.61,,8/14/2019 10:54:13 AM,female,0,1
3519,2019,7,8,PENSIONISTA,,1301.1,0,0,0,300,1601.1,,8/14/2019 10:54:13 AM,male,1,0
3520,2019,7,8,PENSIONISTA,,821.47,0,0,0,300,1121.47,,8/14/2019 10:54:13 AM,female,0,1
3521,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:54:13 AM,female,0,1
3522,2019,7,8,PENSIONISTA,,1206.89,0,0,0,300,1506.89,,8/14/2019 10:54:13 AM,male,1,0
3523,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:54:13 AM,male,1,0
3524,2019,7,8,PENSIONISTA,,1395.33,0,0,0,300,1695.33,,8/14/2019 10:54:13 AM,female,0,1
3525,2019,7,8,PENSIONISTA,,742.25,0,0,0,300,1042.25,,8/14/2019 10:54:13 AM,female,0,1
3526,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:54:13 AM,male,1,0
3527,2019,7,8,PENSIONISTA,,961.58,0,0,0,300,1261.58,,8/14/2019 10:54:13 AM,male,1,0
3528,2019,7,8,PENSIONISTA,,418.09,0,0,0,0,418.09,,8/14/2019 10:54:13 AM,female,0,1
3529,2019,7,8,PENSIONISTA,,1339.7,0,0,0,300,1639.7,,8/14/2019 10:54:13 AM,male,1,0
3530,2019,7,8,PENSIONISTA,,692.8,0,0,0,300,992.8,,8/14/2019 10:54:13 AM,female,0,1
3531,2019,7,8,PENSIONISTA,,712.17,0,0,0,300,1012.17,,8/14/2019 10:54:13 AM,female,0,1
3532,2019,7,8,PENSIONISTA,,750.09,0,0,0,300,1050.09,,8/14/2019 10:54:13 AM,male,1,0
3533,2019,7,8,PENSIONISTA,,872,0,0,0,300,1172,,8/14/2019 10:54:13 AM,female,0,1
3534,2019,7,8,PENSIONISTA,,1000.61,0,0,0,300,1300.61,,8/14/2019 10:54:13 AM,male,1,0
3535,2019,7,8,PENSIONISTA,,1378.92,0,0,0,300,1678.92,,8/14/2019 10:54:13 AM,female,0,1
3536,2019,7,8,PENSIONISTA,,955,0,0,0,300,1255,,8/14/2019 10:54:13 AM,female,0,1
3537,2019,7,8,PENSIONISTA,,905.39,0,0,0,300,1205.39,,8/14/2019 10:54:13 AM,male,1,0
3538,2019,7,8,PENSIONISTA,,852.77,0,0,0,300,1152.77,,8/14/2019 10:54:13 AM,female,0,1
3539,2019,7,8,PENSIONISTA,,1421.26,0,0,0,300,1721.26,,8/14/2019 10:54:13 AM,male,1,0
3540,2019,7,8,PENSIONISTA,,575.24,0,0,0,300,875.24,,8/14/2019 10:54:13 AM,female,0,1
3541,2019,7,8,PENSIONISTA,,955,0,0,0,300,1255,,8/14/2019 10:54:13 AM,female,0,1
3542,2019,7,8,PENSIONISTA,,1259.72,0,0,0,300,1559.72,,8/14/2019 10:54:13 AM,female,0,1
3543,2019,7,8,PENSIONISTA,,674.97,0,0,0,300,974.97,,8/14/2019 10:54:13 AM,male,1,0
3544,2019,7,8,PENSIONISTA,,1035.95,0,0,0,300,1335.95,,8/14/2019 10:54:13 AM,female,0,1
3545,2019,7,8,PENSIONISTA,,585,0,0,0,300,885,,8/14/2019 10:54:13 AM,male,1,0
3546,2019,7,8,PENSIONISTA,,1483.73,0,0,0,300,1783.73,,8/14/2019 10:54:13 AM,male,1,0
3547,2019,7,8,PENSIONISTA,,908.44,0,0,0,300,1208.44,,8/14/2019 10:54:13 AM,female,0,1
3548,2019,7,8,PENSIONISTA,,832.01,0,0,0,300,1132.01,,8/14/2019 10:54:13 AM,female,0,1
3549,2019,7,8,PENSIONISTA,,985.85,0,0,0,300,1285.85,,8/14/2019 10:54:13 AM,female,0,1
3550,2019,7,8,PENSIONISTA,,1384.91,0,0,0,300,1684.91,,8/14/2019 10:54:13 AM,male,1,0
3551,2019,7,8,PENSIONISTA,,758.24,0,0,0,300,1058.24,,8/14/2019 10:54:13 AM,male,1,0
3552,2019,7,8,PENSIONISTA,,753.7,0,0,0,300,1053.7,,8/14/2019 10:54:13 AM,female,0,1
3553,2019,7,8,PENSIONISTA,,867.89,0,0,0,300,1167.89,,8/14/2019 10:54:13 AM,female,0,1
3554,2019,7,8,PENSIONISTA,,1156.1,0,0,0,300,1456.1,,8/14/2019 10:54:13 AM,male,1,0
3555,2019,7,8,PENSIONISTA,,1361.56,0,0,0,300,1661.56,,8/14/2019 10:54:13 AM,female,0,1
3556,2019,7,8,PENSIONISTA,,638.63,0,0,0,300,938.63,,8/14/2019 10:54:13 AM,female,0,1
3557,2019,7,8,PENSIONISTA,,840.19,0,0,0,300,1140.19,,8/14/2019 10:54:13 AM,male,1,0
3558,2019,7,8,PENSIONISTA,,771.96,0,0,0,300,1071.96,,8/14/2019 10:54:13 AM,female,0,1
3559,2019,7,8,PENSIONISTA,,728.49,0,0,0,300,1028.49,,8/14/2019 10:54:13 AM,female,0,1
3560,2019,7,8,PENSIONISTA,,1180.12,0,0,0,300,1480.12,,8/14/2019 10:54:13 AM,male,1,0
3561,2019,7,8,PENSIONISTA,,873.11,0,0,0,300,1173.11,,8/14/2019 10:54:13 AM,female,0,1
3562,2019,7,8,PENSIONISTA,,887.85,0,0,0,300,1187.85,,8/14/2019 10:54:13 AM,male,1,0
3563,2019,7,8,PENSIONISTA,,928,0,0,0,300,1228,,8/14/2019 10:54:13 AM,male,1,0
3564,2019,7,8,PENSIONISTA,,972.9,0,0,0,300,1272.9,,8/14/2019 10:54:13 AM,female,0,1
3565,2019,7,8,PENSIONISTA,,1164.2,0,0,0,300,1464.2,,8/14/2019 10:54:13 AM,female,0,1
3566,2019,7,8,PENSIONISTA,,1203.81,0,0,0,300,1503.81,,8/14/2019 10:54:13 AM,male,1,0
3567,2019,7,8,PENSIONISTA,,914.51,0,0,0,300,1214.51,,8/14/2019 10:54:13 AM,male,1,0
3568,2019,7,8,PENSIONISTA,,862.69,0,0,0,300,1162.69,,8/14/2019 10:54:13 AM,male,1,0
3569,2019,7,8,PENSIONISTA,,772.69,0,0,0,300,1072.69,,8/14/2019 10:54:13 AM,male,1,0
3570,2019,7,8,PENSIONISTA,,1421.27,0,0,0,300,1721.27,,8/14/2019 10:54:13 AM,female,0,1
3571,2019,7,8,PENSIONISTA,,1087.88,0,0,0,300,1387.88,,8/14/2019 10:54:13 AM,male,1,0
3572,2019,7,8,PENSIONISTA,,1034.16,0,0,0,300,1334.16,,8/14/2019 10:54:13 AM,female,0,1
3573,2019,7,8,PENSIONISTA,,917,0,0,0,300,1217,,8/14/2019 10:54:13 AM,female,0,1
3574,2019,7,8,PENSIONISTA,,1216.27,0,0,0,300,1516.27,,8/14/2019 10:54:13 AM,female,0,1
3575,2019,7,8,PENSIONISTA,,737,0,0,0,300,1037,,8/14/2019 10:54:13 AM,male,1,0
3576,2019,7,8,PENSIONISTA,,1107.9,0,0,0,300,1407.9,,8/14/2019 10:54:13 AM,male,1,0
3577,2019,7,8,PENSIONISTA,,1138.34,0,0,0,300,1438.34,,8/14/2019 10:54:13 AM,male,1,0
3578,2019,7,8,PENSIONISTA,,857,0,0,0,300,1157,,8/14/2019 10:54:13 AM,female,0,1
3579,2019,7,8,PENSIONISTA,,415,0,0,0,300,715,,8/14/2019 10:54:13 AM,female,0,1
3580,2019,7,8,PENSIONISTA,,1035.95,0,0,0,300,1335.95,,8/14/2019 10:54:13 AM,male,1,0
3581,2019,7,8,PENSIONISTA,,555,0,0,0,300,855,,8/14/2019 10:54:13 AM,male,1,0
3582,2019,7,8,PENSIONISTA,,905.87,0,0,0,300,1205.87,,8/14/2019 10:54:13 AM,male,1,0
3583,2019,7,8,PENSIONISTA,,596.25,0,0,0,300,896.25,,8/14/2019 10:54:13 AM,male,1,0
